submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
08/28/2020,MI,201737,183116,18621,1265,125,6816,6498,318,11,0,08/29/2020 12:00:00 AM,Agree,Agree
10/17/2020,MT,22233,22233,0,638,0,240,240,0,5,0,10/18/2020 01:26:54 PM,Agree,Agree
08/18/2020,NV,62854,,,683,11,1130,,,25,0,08/19/2020 02:23:51 PM,,
08/05/2020,DE,15740,14794,946,70,0,587,517,70,0,0,08/07/2020 12:00:00 AM,Agree,Agree
07/14/2021,NH,99840,,,40,20,1381,,,0,0,07/15/2021 02:29:47 PM,Not agree,Not agree
05/26/2021,NC,998608,851105,147503,838,213,13309,11734,1575,13,1,05/26/2021 12:00:00 AM,Agree,Agree
10/01/2020,NE,46186,,,621,0,493,,,15,0,10/03/2020 12:00:00 AM,Not agree,Not agree
02/28/2021,ND,99852,94623,5229,43,10,1445,,,0,0,03/01/2021 03:21:38 PM,Agree,Not agree
03/08/2021,IL,1199517,1199517,0,1182,0,23020,20767,2253,6,2,03/09/2021 02:47:41 PM,Agree,Agree
11/11/2020,ND,59173,59173,0,1800,0,697,,,11,0,11/12/2020 02:55:21 PM,Agree,Not agree
11/26/2020,IL,697489,697489,0,12022,0,12596,11963,633,156,25,11/27/2020 03:07:59 PM,Agree,Agree
12/22/2020,MT,77947,77947,0,623,0,895,895,0,14,0,12/23/2020 02:36:58 PM,Agree,Agree
08/07/2020,WI,63028,58768,4260,1043,54,997,990,7,12,0,08/08/2020 02:58:44 PM,Agree,Agree
05/25/2020,AL,19014,18283,731,366,7,762,715,47,11,1,05/27/2020 12:00:00 AM,Agree,Agree
04/14/2021,DE,100553,94177,6376,397,58,1591,1451,140,4,1,04/16/2021 12:00:00 AM,Agree,Agree
02/18/2021,ND,99153,94150,5003,119,38,1435,,,0,0,02/19/2021 03:33:51 PM,Agree,Not agree
06/01/2021,ID,192305,153906,38399,227,15,2090,1822,268,0,0,06/02/2021 02:35:40 PM,Agree,Agree
03/07/2021,GU,7751,,,2,0,133,,,0,0,03/08/2021 02:47:36 PM,Not agree,Not agree
06/20/2021,NE,224064,,,39,0,2259,,,0,0,06/20/2021 12:00:00 AM,Not agree,Not agree
02/11/2020,DE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/22/2020,WI,381,,,100,,4,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/04/2020,ID,3054,2763,291,64,10,83,63,20,0,0,06/05/2020 03:17:07 PM,Agree,Agree
02/05/2020,MO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
03/10/2020,CT,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/07/2020,NC,138578,137061,1517,1547,81,2300,2296,4,24,0,08/07/2020 12:00:00 AM,Agree,Agree
07/23/2020,MT,3037,3037,0,128,0,45,45,0,3,0,07/24/2020 02:18:40 PM,Agree,Agree
08/23/2020,AL,130961,116465,14496,834,310,3149,2783,366,28,5,08/25/2020 12:00:00 AM,Agree,Agree
03/13/2020,AL,370,338,32,64,2,1,0,1,0,0,03/15/2020 12:00:00 AM,Agree,Agree
05/21/2020,ID,2534,2301,233,28,5,77,57,20,0,0,05/22/2020 03:31:45 PM,Agree,Agree
08/12/2020,MO,68431,,,1403,33,1558,,,11,0,08/14/2020 12:00:00 AM,Not agree,Not agree
10/10/2020,NC,234116,226132,7984,2007,203,4076,4020,56,30,1,10/10/2020 12:00:00 AM,Agree,Agree
11/30/2020,MO,338119,,,6712,1013,5104,,,56,0,12/02/2020 12:00:00 AM,Not agree,Not agree
11/04/2020,AL,208781,175974,32807,1631,386,4648,3979,669,23,3,11/06/2020 12:00:00 AM,Agree,Agree
06/28/2020,ME,3221,2861,360,30,7,105,104,1,1,0,06/29/2020 02:37:31 PM,Agree,Agree
04/10/2020,NE,648,,,71,,17,,,2,,04/12/2020 12:00:00 AM,Not agree,Not agree
06/09/2021,MS,319280,195499,123781,161,69,7413,5114,2299,3,0,06/11/2021 12:00:00 AM,Agree,Agree
05/17/2020,ND,1900,1900,0,52,0,43,,,1,0,05/18/2020 04:01:54 PM,Agree,Not agree
08/10/2020,CA,641224,638451,2773,4325,49,12112,,,135,0,08/11/2020 12:00:00 AM,Agree,Not agree
08/28/2020,MS,85037,80051,4986,716,172,2827,2635,192,13,1,08/30/2020 12:00:00 AM,Agree,Agree
05/25/2021,NE,223126,,,72,0,2249,,,0,0,05/26/2021 01:48:32 PM,Not agree,Not agree
01/28/2021,AL,480172,374070,106102,2308,731,9361,7493,1868,81,24,01/30/2021 12:00:00 AM,Agree,Agree
01/30/2020,AL,42,36,6,2,0,0,0,0,0,0,02/01/2020 12:00:00 AM,Agree,Agree
07/10/2020,CT,47287,45308,1979,78,-6,4348,3476,872,0,0,07/11/2020 06:25:05 PM,Agree,Agree
02/25/2021,IL,1181226,1181226,0,1884,0,22607,20406,2201,32,0,02/26/2021 03:02:41 PM,Agree,Agree
03/14/2021,ID,175236,141312,33924,0,0,1910,1677,233,0,0,03/15/2021 02:03:45 PM,Agree,Agree
11/19/2020,CA,1144011,1127583,16428,17708,647,19511,,,104,0,11/20/2020 12:00:00 AM,Agree,Not agree
04/16/2020,MI,38390,36900,1490,1134,86,2874,2702,172,170,6,04/17/2020 12:00:00 AM,Agree,Agree
12/31/2020,VI,2036,,,5,0,23,,,0,0,01/01/2021 02:49:07 PM,,
07/26/2021,GU,8514,,,8,0,143,,,0,0,07/27/2021 02:48:23 PM,Not agree,Not agree
02/24/2020,MI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/24/2020,MO,182455,,,1278,85,3236,,,14,0,10/26/2020 12:00:00 AM,Not agree,Not agree
03/24/2020,NC,1191,1189,2,235,1,2,2,0,0,0,03/24/2020 12:00:00 AM,Agree,Agree
07/09/2020,MO,33505,,,1205,7,1167,,,8,0,07/11/2020 12:00:00 AM,Not agree,Not agree
09/22/2020,NC,202609,197639,4970,1892,158,3598,3561,37,31,1,09/22/2020 12:00:00 AM,Agree,Agree
11/14/2020,VI,1434,,,0,0,23,,,0,0,11/15/2020 03:12:13 PM,,
07/18/2021,AL,560917,430823,130094,338,67,11441,9122,2319,0,0,07/19/2021 02:21:19 PM,Agree,Agree
07/20/2021,NH,100025,,,59,0,1384,,,2,0,07/21/2021 02:18:34 PM,Not agree,Not agree
09/05/2020,NC,181721,178182,3539,1306,61,3121,3105,16,23,1,09/05/2020 12:00:00 AM,Agree,Agree
10/30/2020,NH,10884,,,116,36,482,,,0,0,10/31/2020 01:30:31 PM,Not agree,Not agree
10/03/2020,WI,138002,130798,7204,3054,162,1383,1372,11,20,1,10/04/2020 01:35:23 PM,Agree,Agree
02/27/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/21/2020,AL,1317,1235,82,123,2,4,2,2,0,0,03/23/2020 12:00:00 AM,Agree,Agree
06/25/2021,WI,677252,612507,64745,66,4,8099,7280,819,7,0,06/26/2021 02:17:39 PM,Agree,Agree
06/22/2021,NV,329915,,,406,0,5653,,,7,0,06/23/2021 03:24:06 PM,,
04/23/2020,IN,13039,,,601,0,946,840,106,52,2,07/22/2021 01:39:53 PM,Not agree,Agree
06/18/2020,MT,666,666,0,36,0,20,20,0,0,0,06/19/2020 03:01:11 PM,Agree,Agree
12/07/2020,IL,796264,796264,0,8691,0,14216,13343,873,100,12,12/08/2020 02:59:49 PM,Agree,Agree
07/31/2020,MT,3965,3965,0,11,0,60,60,0,2,0,08/01/2020 02:38:12 PM,Agree,Agree
05/23/2021,CA,3830584,3678616,151968,1009,69,63059,,,18,0,05/24/2021 12:00:00 AM,Agree,Not agree
10/13/2020,AL,181074,154483,26591,1295,212,4228,3646,582,21,4,10/15/2020 12:00:00 AM,Agree,Agree
05/03/2021,NE,220605,,,248,0,2245,,,0,0,05/05/2021 12:00:00 AM,Not agree,Not agree
08/13/2020,IL,201727,200427,1300,1834,0,7905,7696,209,24,0,08/14/2020 02:30:03 PM,Agree,Agree
04/30/2020,WA,14408,,,274,0,814,,,13,0,05/02/2020 12:00:00 AM,N/A,N/A
08/08/2020,NE,28245,,,141,0,345,,,0,0,08/10/2020 12:00:00 AM,Not agree,Not agree
09/28/2020,MD,124311,,,431,0,4059,3903,156,7,0,09/30/2020 12:00:00 AM,N/A,Agree
05/19/2021,NV,321716,,,348,0,5545,,,5,0,05/20/2021 03:08:06 PM,,
03/02/2021,DE,89098,84420,4678,251,23,1426,1290,136,4,0,03/04/2021 12:00:00 AM,Agree,Agree
06/29/2020,MT,967,967,0,48,0,22,22,0,0,0,06/30/2020 03:27:33 PM,Agree,Agree
07/15/2021,MT,114576,102187,12389,68,11,1686,1686,0,3,0,07/16/2021 02:03:13 PM,Agree,Agree
05/07/2020,VI,68,,,2,0,4,,,0,0,05/08/2020 09:26:08 PM,,
06/20/2021,MS,320577,196236,124341,91,24,7424,5120,2304,0,0,06/22/2021 12:00:00 AM,Agree,Agree
03/11/2021,NH,77764,,,301,131,1191,,,4,2,03/12/2021 03:20:13 PM,Not agree,Not agree
02/03/2021,GU,7622,,,4,0,129,,,0,0,02/04/2021 02:53:58 PM,Not agree,Not agree
02/21/2021,GU,7727,,,12,0,130,,,0,0,02/22/2021 02:53:38 PM,Not agree,Not agree
09/18/2020,DE,19563,18564,999,82,2,621,548,73,2,1,09/20/2020 12:00:00 AM,Agree,Agree
01/26/2020,WA,1,,,0,0,0,,,0,,01/28/2020 12:00:00 AM,N/A,N/A
04/07/2021,WA,371975,,,1483,320,5306,,,7,0,04/09/2021 12:00:00 AM,N/A,N/A
05/19/2021,MS,316525,193860,122665,207,98,7369,5084,2285,3,2,05/21/2021 12:00:00 AM,Agree,Agree
03/20/2020,DE,46,46,0,8,0,0,,,0,,03/22/2020 12:00:00 AM,Agree,Agree
10/12/2020,VI,1325,,,0,0,20,,,0,0,10/13/2020 01:29:38 PM,,
08/07/2020,NV,54757,,,838,-138,947,,,20,0,08/08/2020 02:58:44 PM,,
03/18/2021,CT,295484,274543,20941,1156,116,7822,6436,1386,15,-1,03/19/2021 02:25:43 PM,Agree,Agree
05/17/2020,ID,2419,2203,216,0,0,73,73,0,0,-20,05/18/2020 04:01:54 PM,Agree,Agree
03/16/2020,VI,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,,
03/05/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/03/2021,NV,231618,,,2747,0,3183,,,32,0,01/04/2021 02:55:45 PM,,
06/24/2021,WI,677186,612445,64741,138,22,8092,7273,819,15,3,06/25/2021 03:01:46 PM,Agree,Agree
06/11/2020,GU,182,,,-1,0,5,,,0,0,06/12/2020 02:17:59 PM,Not agree,Not agree
12/08/2020,IN,392672,,,5385,0,7419,7127,292,95,0,12/08/2020 12:00:00 AM,Not agree,Agree
05/02/2020,IN,19295,,,665,0,1329,1197,132,38,1,05/02/2020 12:00:00 AM,Not agree,Agree
03/03/2020,NH,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
02/02/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/16/2020,CT,50897,48887,2010,0,0,4453,3569,884,0,0,08/17/2020 02:26:31 PM,Agree,Agree
07/07/2021,CT,349743,319963,29780,92,23,8278,6810,1468,-1,0,07/08/2021 02:26:57 PM,Agree,Agree
12/15/2020,MD,241767,,,2405,0,5539,5356,183,49,1,12/17/2020 12:00:00 AM,N/A,Agree
06/12/2020,VT,1030,,,9,0,54,,,0,0,06/14/2020 12:00:00 AM,Not agree,Not agree
10/29/2020,DE,24901,23761,1140,191,9,689,608,81,1,0,10/31/2020 12:00:00 AM,Agree,Agree
06/01/2021,GU,8187,,,14,7,139,,,0,0,06/02/2021 02:35:40 PM,Not agree,Not agree
07/19/2021,VI,4215,,,15,0,32,,,0,0,07/20/2021 02:48:47 PM,,
06/10/2020,NV,10164,,,134,0,448,,,4,0,06/11/2020 02:48:51 PM,,
01/28/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/12/2020,MO,158257,,,2789,152,2871,,,20,0,10/14/2020 12:00:00 AM,Not agree,Not agree
03/04/2020,CT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
06/19/2020,WI,26852,24154,2698,310,32,736,730,6,11,0,06/20/2020 02:15:45 PM,Agree,Agree
05/22/2020,DE,8819,7972,847,111,7,324,301,23,2,0,05/24/2020 12:00:00 AM,Agree,Agree
11/25/2020,ME,11027,9916,1111,0,0,190,189,1,0,0,11/26/2020 02:44:21 PM,Agree,Agree
05/10/2021,MD,453800,,,399,0,9428,9216,212,7,0,05/12/2021 12:00:00 AM,N/A,Agree
04/29/2021,MD,447401,,,942,0,9299,9087,212,21,0,05/01/2021 12:00:00 AM,N/A,Agree
05/24/2021,IL,1376441,1376441,0,933,0,25011,22633,2378,10,0,05/25/2021 02:17:06 PM,Agree,Agree
06/06/2020,AL,25615,24699,916,410,9,957,894,63,13,1,06/08/2020 12:00:00 AM,Agree,Agree
10/09/2020,AL,176864,151114,25750,1099,232,4153,3588,565,19,5,10/11/2020 12:00:00 AM,Agree,Agree
11/13/2020,CT,88645,82854,5791,2746,108,4737,3807,930,11,2,11/14/2020 02:44:40 PM,Agree,Agree
02/01/2020,NE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/23/2020,NV,14228,,,464,2,513,,,3,0,06/24/2020 03:03:27 PM,,
07/07/2020,NH,5932,,,18,0,384,,,2,0,07/08/2020 02:12:08 PM,Not agree,Not agree
04/20/2021,VI,3041,,,0,0,27,,,0,0,04/21/2021 02:12:05 PM,,
10/22/2020,ME,6095,5442,653,35,4,146,145,1,0,0,10/23/2020 01:44:31 PM,Agree,Agree
08/13/2020,AL,121497,109590,11907,1121,208,2827,2526,301,35,8,08/15/2020 12:00:00 AM,Agree,Agree
04/08/2020,ME,537,,,18,,14,,,2,,04/07/2020 04:22:39 PM,Agree,Agree
03/25/2021,CT,303510,280937,22573,1488,102,7862,6462,1400,10,3,03/26/2021 02:14:54 PM,Agree,Agree
10/09/2020,ID,47088,42260,4828,662,142,506,464,42,3,1,10/10/2020 01:30:17 PM,Agree,Agree
05/21/2020,MD,44424,,,893,0,2282,2174,108,24,0,05/23/2020 12:00:00 AM,N/A,Agree
07/09/2021,NH,99708,,,23,0,1375,,,1,0,07/10/2021 02:17:36 PM,Not agree,Not agree
09/19/2020,NE,40797,,,410,0,442,,,0,0,09/21/2020 12:00:00 AM,Not agree,Not agree
03/11/2021,ND,100847,95186,5661,121,40,1455,,,1,0,03/12/2021 03:20:13 PM,Agree,Not agree
09/10/2020,IN,102243,,,758,0,3599,3376,223,14,1,09/10/2020 12:00:00 AM,Not agree,Agree
04/08/2021,IL,1269196,1269196,0,3739,0,23740,21457,2283,38,4,04/09/2021 02:11:49 PM,Agree,Agree
07/17/2020,WA,45046,,,754,2,1434,,,7,0,07/19/2020 12:00:00 AM,N/A,N/A
11/30/2020,GU,6889,,,37,2,112,,,0,0,12/01/2020 03:26:07 PM,Not agree,Not agree
03/02/2020,MI,27,27,0,13,0,1,0,1,1,1,03/03/2020 12:00:00 AM,Agree,Agree
07/08/2020,GU,309,,,2,0,5,,,0,0,07/09/2020 03:14:15 PM,Not agree,Not agree
12/02/2020,WA,175116,,,3065,218,2850,,,45,0,12/04/2020 12:00:00 AM,N/A,N/A
03/30/2021,WI,635314,576632,58682,861,273,7292,6612,680,15,4,03/31/2021 02:08:03 PM,Agree,Agree
05/12/2020,VT,849,,,1,0,52,,,0,0,05/14/2020 12:00:00 AM,Not agree,Not agree
09/15/2020,VI,1232,,,11,0,19,,,0,0,09/16/2020 01:53:41 PM,,
06/13/2020,WI,25031,22518,2513,309,37,697,691,6,2,0,06/14/2020 02:19:43 PM,Agree,Agree
08/09/2020,WA,63200,,,606,0,1688,,,0,0,08/11/2020 12:00:00 AM,N/A,N/A
05/10/2021,IN,730306,,,590,0,13482,13064,418,14,0,05/10/2021 12:00:00 AM,Not agree,Agree
04/04/2020,MI,25171,24476,695,1084,42,1048,985,63,118,8,04/05/2020 12:00:00 AM,Agree,Agree
08/30/2020,NH,7254,,,8,0,432,,,0,0,08/31/2020 02:05:56 PM,Not agree,Not agree
03/09/2021,NC,880501,763511,116990,2246,584,12384,10946,1438,17,4,03/09/2021 12:00:00 AM,Agree,Agree
02/07/2021,NH,68379,,,318,91,1104,,,6,2,02/08/2021 02:53:12 PM,Not agree,Not agree
05/19/2021,MT,110992,100656,10336,131,22,1602,1602,0,0,0,05/20/2021 03:08:06 PM,Agree,Agree
08/15/2020,NC,149445,147470,1975,1591,52,2531,2526,5,16,0,08/15/2020 12:00:00 AM,Agree,Agree
07/10/2020,CA,389031,388225,806,12218,42,7870,,,106,0,07/11/2020 12:00:00 AM,Agree,Not agree
02/11/2020,AL,59,50,9,1,1,0,0,0,0,0,02/13/2020 12:00:00 AM,Agree,Agree
09/25/2020,MS,98967,90666,8301,634,150,3206,2926,280,17,1,09/27/2020 12:00:00 AM,Agree,Agree
07/02/2021,VT,22833,,,2,0,250,,,0,0,07/03/2021 01:44:06 PM,Not agree,Not agree
03/22/2020,MT,34,,,7,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/10/2020,MI,366068,334548,31520,8321,450,8308,7927,381,69,2,11/11/2020 12:00:00 AM,Agree,Agree
04/05/2020,WI,2267,,,155,,68,,,12,,04/04/2020 04:22:39 PM,Agree,Agree
02/09/2021,ME,41883,33467,8416,254,88,641,628,13,2,0,02/10/2021 02:52:16 PM,Agree,Agree
03/04/2020,MS,6,4,2,6,2,0,0,0,0,0,03/06/2020 12:00:00 AM,Agree,Agree
02/24/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/27/2020,WA,1,,,0,0,0,,,0,,02/29/2020 12:00:00 AM,N/A,N/A
02/23/2020,MT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/03/2021,MI,656709,599210,57499,1288,264,15951,14996,955,46,1,02/04/2021 12:00:00 AM,Agree,Agree
05/29/2021,WI,674141,609913,64228,138,12,7830,7053,777,0,0,05/30/2021 01:32:12 PM,Agree,Agree
07/01/2020,ME,3328,2951,377,34,5,105,104,1,0,0,07/02/2020 03:10:03 PM,Agree,Agree
07/12/2020,ND,4334,4334,0,91,0,87,,,0,0,07/13/2020 03:19:34 PM,Agree,Not agree
03/16/2020,NE,18,,,0,,0,,,0,,03/18/2020 12:00:00 AM,Not agree,Not agree
04/25/2020,IN,14395,,,715,0,1028,914,114,42,6,07/22/2021 01:39:53 PM,Not agree,Agree
07/28/2020,IN,63678,,,771,0,3053,2849,204,5,1,07/28/2020 12:00:00 AM,Not agree,Agree
12/05/2020,NH,24138,,,448,85,559,,,7,0,12/06/2020 02:51:16 PM,Not agree,Not agree
10/07/2020,ME,5639,5048,591,35,-2,142,141,1,0,0,10/08/2020 01:56:57 PM,Agree,Agree
11/10/2020,DE,27495,26295,1200,240,6,724,637,87,2,0,11/12/2020 12:00:00 AM,Agree,Agree
02/23/2021,CA,3628489,3492565,135924,2843,235,58129,,,186,0,02/24/2021 12:00:00 AM,Agree,Not agree
08/28/2020,MT,7063,7063,0,134,0,100,100,0,2,0,08/29/2020 01:42:50 PM,Agree,Agree
07/23/2020,DE,14495,13550,945,76,1,529,471,58,0,0,07/25/2020 12:00:00 AM,Agree,Agree
05/14/2021,CA,3820090,3668993,151097,1452,123,62871,,,35,0,05/15/2021 12:00:00 AM,Agree,Not agree
06/02/2020,MO,14577,,,217,2,911,,,4,0,06/04/2020 12:00:00 AM,Not agree,Not agree
07/16/2021,ND,111000,101727,9273,25,8,1537,,,1,0,07/17/2021 01:43:02 PM,Agree,Not agree
11/26/2020,IN,318902,,,6374,0,6326,6048,278,87,3,11/26/2020 12:00:00 AM,Not agree,Agree
02/27/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/29/2021,NH,94676,,,271,54,1301,,,5,0,04/30/2021 01:40:40 PM,Not agree,Not agree
11/25/2020,ID,96503,82063,14440,1773,419,895,827,68,21,2,11/26/2020 02:44:21 PM,Agree,Agree
07/15/2020,MT,2218,2218,0,266,0,34,34,0,0,0,07/16/2020 02:22:21 PM,Agree,Agree
07/26/2021,VI,4403,,,14,0,35,,,0,0,07/27/2021 02:48:23 PM,,
06/20/2021,CA,3857116,3703077,154039,1007,93,63449,,,11,0,06/21/2021 12:00:00 AM,Agree,Not agree
03/06/2020,IN,1,,,1,0,0,0,0,0,0,03/06/2020 12:00:00 AM,Not agree,Agree
10/25/2020,GU,4336,,,195,8,75,,,6,0,10/26/2020 01:41:41 PM,Not agree,Not agree
06/13/2020,ID,3399,3061,338,46,8,87,67,20,0,0,06/14/2020 02:19:43 PM,Agree,Agree
07/01/2021,MT,113821,101554,12267,66,15,1666,1666,0,1,0,07/02/2021 01:55:07 PM,Agree,Agree
11/27/2020,DE,34804,33448,1356,511,7,763,671,92,2,1,11/29/2020 12:00:00 AM,Agree,Agree
09/24/2020,MS,98333,90182,8151,550,175,3189,2910,279,2,1,09/26/2020 12:00:00 AM,Agree,Agree
06/19/2020,AL,35325,34014,1311,936,44,1148,1070,78,21,2,06/21/2020 12:00:00 AM,Agree,Agree
07/25/2020,WI,51715,47870,3845,988,35,898,891,7,13,0,07/26/2020 03:17:16 PM,Agree,Agree
01/26/2021,ND,97160,92967,4193,154,52,1416,,,1,0,01/27/2021 02:53:24 PM,Agree,Not agree
07/01/2020,MS,33700,33272,428,864,36,1430,1403,27,20,2,07/03/2020 12:00:00 AM,Agree,Agree
01/12/2021,NE,177797,,,1000,0,1791,,,19,0,01/14/2021 12:00:00 AM,Not agree,Not agree
09/30/2020,WI,129123,122274,6849,2459,140,1337,1327,10,27,0,10/01/2020 01:42:11 PM,Agree,Agree
05/29/2021,MI,994516,890206,104310,325,45,20556,19334,1222,26,0,05/30/2021 12:00:00 AM,Agree,Agree
10/04/2020,CA,852460,845807,6653,3437,103,17067,,,60,0,10/05/2020 12:00:00 AM,Agree,Not agree
06/28/2021,AL,552511,425052,127459,286,106,11413,9100,2313,4,1,06/30/2021 12:00:00 AM,Agree,Agree
08/09/2020,NH,6831,,,13,0,419,,,0,0,08/10/2020 02:23:35 PM,Not agree,Not agree
05/18/2021,WI,670362,606755,63607,558,77,7726,6971,755,14,1,05/19/2021 02:37:49 PM,Agree,Agree
07/28/2020,MT,3667,3667,0,286,0,52,52,0,5,0,07/29/2020 02:34:46 PM,Agree,Agree
07/19/2020,GU,319,,,1,0,5,,,0,0,07/20/2020 02:35:44 PM,Not agree,Not agree
05/29/2021,ME,67738,49616,18122,87,29,825,797,28,0,0,05/30/2021 01:32:12 PM,Agree,Agree
06/03/2020,CT,43091,41051,2040,112,2,3989,3156,833,17,0,06/04/2020 03:03:31 PM,Agree,Agree
06/29/2020,WI,31033,28058,2975,326,11,784,777,7,0,0,06/30/2020 03:27:33 PM,Agree,Agree
06/25/2020,ME,3070,2731,339,-1,-1,103,103,0,0,-1,06/26/2020 07:18:27 PM,Agree,Agree
12/03/2020,GU,6942,,,0,0,112,,,0,0,12/04/2020 03:00:59 PM,Not agree,Not agree
05/10/2020,NE,8315,,,81,0,98,,,2,0,05/12/2020 12:00:00 AM,Not agree,Not agree
09/17/2020,NH,7814,,,34,0,438,,,0,0,09/18/2020 01:48:37 PM,Not agree,Not agree
03/14/2020,CT,7,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/29/2020,GU,6852,,,84,3,112,,,0,0,11/30/2020 02:51:40 PM,Not agree,Not agree
04/21/2021,NV,311750,,,436,0,5388,,,11,0,04/22/2021 01:56:30 PM,,
03/17/2020,MO,110,,,45,0,0,,,0,0,03/19/2020 12:00:00 AM,Not agree,Not agree
12/20/2020,MS,198310,141389,56921,1099,673,5134,4010,1124,25,12,12/22/2020 12:00:00 AM,Agree,Agree
02/02/2020,NV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
03/13/2020,WI,9,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/28/2020,IL,115833,115833,0,1527,0,5186,5186,0,103,0,05/29/2020 02:19:55 PM,Agree,Agree
03/30/2021,MO,567595,,,571,219,8794,,,6,0,04/01/2021 12:00:00 AM,Not agree,Not agree
05/11/2021,IN,730969,,,663,0,13487,13069,418,5,0,05/11/2021 12:00:00 AM,Not agree,Agree
03/06/2021,VT,14784,,,119,2,206,,,1,0,03/08/2021 12:00:00 AM,Not agree,Not agree
02/19/2021,MS,292363,181931,110432,535,314,6936,4842,2094,9,5,02/21/2021 12:00:00 AM,Agree,Agree
08/25/2020,IN,88421,,,829,0,3419,3199,220,14,0,08/25/2020 12:00:00 AM,Not agree,Agree
07/19/2021,CA,3926372,3770587,155785,2764,0,63664,,,3,0,07/20/2021 12:00:00 AM,Agree,Not agree
02/04/2020,WI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/21/2021,ID,177420,142852,34568,0,0,1941,1694,247,0,0,03/22/2021 01:57:09 PM,Agree,Agree
10/21/2020,CA,913272,904996,8276,5162,153,17894,,,55,0,10/22/2020 12:00:00 AM,Agree,Not agree
03/25/2021,VI,2877,,,1,0,25,,,0,0,03/26/2021 02:14:54 PM,,
03/26/2021,ID,179204,144114,35090,317,75,1954,1705,249,0,0,03/27/2021 02:01:18 PM,Agree,Agree
03/31/2020,WA,5341,,,456,0,195,,,0,,04/02/2020 12:00:00 AM,N/A,N/A
12/04/2020,ID,108366,91243,17123,1911,407,1032,943,89,18,2,12/05/2020 02:29:17 PM,Agree,Agree
03/27/2021,GU,7800,,,4,0,134,,,0,0,03/28/2021 01:52:27 PM,Not agree,Not agree
06/07/2021,NC,1004289,855201,149088,246,66,13397,11812,1585,10,0,06/07/2021 12:00:00 AM,Agree,Agree
03/28/2021,ID,179428,144284,35144,0,0,1954,1705,249,0,0,03/29/2021 01:48:56 PM,Agree,Agree
02/01/2021,VT,11180,,,105,6,181,,,2,0,02/03/2021 12:00:00 AM,Not agree,Not agree
07/05/2021,GU,8394,,,6,0,140,,,0,0,07/06/2021 01:52:24 PM,Not agree,Not agree
12/19/2020,WA,222614,,,2310,145,3104,,,0,0,12/21/2020 12:00:00 AM,N/A,N/A
06/20/2020,VT,1056,,,3,0,55,,,0,0,06/22/2020 12:00:00 AM,Not agree,Not agree
05/20/2020,NC,22305,22295,10,965,1,750,750,0,19,0,05/20/2020 12:00:00 AM,Agree,Agree
10/09/2020,NE,50060,,,0,0,514,,,0,0,10/11/2020 12:00:00 AM,Not agree,Not agree
06/26/2020,CT,46059,44086,1973,65,-3,4307,3440,867,9,3,06/27/2020 05:51:58 PM,Agree,Agree
11/19/2020,MD,177086,,,2353,0,4552,4388,164,16,0,11/21/2020 12:00:00 AM,N/A,Agree
02/03/2021,VI,2440,,,10,0,24,,,0,0,02/04/2021 02:53:58 PM,,
04/20/2020,ID,1736,1638,98,64,7,48,32,16,3,0,04/20/2020 04:22:39 PM,Agree,Agree
06/07/2021,MI,997296,892529,104767,295,63,20786,19544,1242,27,3,06/08/2021 12:00:00 AM,Agree,Agree
12/27/2020,NH,40809,,,876,295,708,,,7,2,12/28/2020 02:42:49 PM,Not agree,Not agree
01/04/2021,MI,599478,550466,49012,3980,429,14153,13349,804,73,4,01/05/2021 12:00:00 AM,Agree,Agree
03/31/2021,NC,917294,790395,126899,1944,518,12669,11195,1474,19,3,03/31/2021 12:00:00 AM,Agree,Agree
