Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Hosp_Total,Hosp_White,Hosp_Black,Hosp_LatinX,Hosp_Asian,Hosp_AIAN,Hosp_NHPI,Hosp_Multiracial,Hosp_Other,Hosp_Unknown,Hosp_Ethnicity_Hispanic,Hosp_Ethnicity_NonHispanic,Hosp_Ethnicity_Unknown,Tests_Total,Tests_White,Tests_Black,Tests_LatinX,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
20200715,ME,3578,2154,826,,87,6,2,20,110,373,141,2831,606,114,104,2,,,,,,0,8,0,97,17,373,305,38,,11,0,0,0,3,16,7,317,49,,,,,,,,,,,,,
20200715,MI,78913,31894,21844,,1647,308,,5277,4702,13241,6313,51293,21306,6330,3290,2500,,80,19,,104,121,216,126,5253,949,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,MN,43742,18907,8896,,2980,350,94,733,5177,6605,9097,27337,7308,1558,1215,149,,65,29,3,22,17,18,62,1430,26,4495,2019,926,,408,101,8,93,312,628,667,3144,684,,,,,,,,,,,,,
20200715,MO,29714,13398,7541,,,,,855,1913,6007,4474,25209,32,1102,643,380,,,,,9,28,39,27,941,132,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,MP,36,,,,,,,,,36,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,MS,38567,10810,17937,1693,124,1128,,,2531,4344,1693,25806,11068,1290,534,641,22,0,74,,,11,8,22,1175,93,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,MT,2096,1201,12,,5,204,,,26,648,109,1312,675,34,17,,,,10,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,NC,91266,34499,14760,,1168,698,193,,10358,29590,26155,33312,31799,1568,873,496,,22,23,3,,96,55,151,1309,108,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,ND,4565,,,,,,,,,4565,,,,81,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,NE,21979,12500,1300,,1200,245,33,,1600,5101,9100,7400,5479,291,220,22,,16,7,0,,10,16,67,187,37,1453,994,113,,96,35,3,,119,93,599,713,141,,,,,,,,,,,,,
20200715,NH,6113,3822,314,611,162,,,,259,945,611,4557,945,394,326,8,11,3,,,,10,36,11,347,36,668,488,29,63,19,,,,21,48,63,557,48,,,,,,,,,,,,,
20200715,NJ,176278,37910,18019,32155,5353,,,,12159,70682,32155,73441,70682,15634,7249,2451,2700,738,,,,238,2258,2700,10676,2258,20774,8314,3850,5318,1037,,,,744,1511,5318,13945,1511,,,,,,,,,,,,,
20200715,NM,15841,2030,291,5585,109,6789,,,,1037,5585,9219,1037,557,98,4,59,1,236,,,,159,59,339,159,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,NV,30468,4675,1299,6662,1187,97,,,1508,15040,6662,8766,15040,618,270,68,89,82,4,,,11,94,89,435,94,,,,,,,,,,,,,,363320,84596,17217,14888,9301,2096,0,0,31756,203466,14888,144966,203466
20200715,NY,404006,,,,,,,,,404006,,,,28024,8569,6324,6629,1694,,,,1804,3004,6629,18391,3004,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,OH,69311,32910,18416,,1986,83,133,2210,4920,8653,4864,48261,16186,3075,2349,592,,33,1,1,37,20,42,66,2941,68,9209,4993,2997,,217,12,24,298,408,260,586,7834,789,,,,,,,,,,,,,
20200715,OK,22813,12722,1700,,1473,1595,,,905,4418,4768,13437,4608,432,325,30,,8,35,,,11,23,17,374,41,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,OR,13081,5447,543,,438,283,350,321,4209,1490,4923,6544,1614,247,184,6,,9,3,6,2,19,18,30,195,22,1290,710,61,,57,27,52,22,292,69,337,859,94,,,,,,,,,,,,,
20200715,PA,97665,30800,13200,,1400,,,,879,51386,7800,21500,68300,6957,4693,1426,,150,,,,310,378,387,6192,378,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,PR,10379,,,,,,,,,10379,,,,171,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,RI,17640,4878,1629,6072,,,,,487,4574,6072,6994,4574,987,656,51,85,,,,,13,182,85,720,182,2075,,,,,,,,,,,,,17640,4878,1629,6072,0,0,0,0,487,4574,6072,6994,4574
20200715,SC,62245,20446,14994,,454,,,,4089,22260,5512,27063,29668,998,457,410,,9,,,,28,101,36,772,188,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,SD,7652,2815,987,1130,716,1236,,,768,0,1130,6522,0,111,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,TN,69061,29104,14151,,741,91,57,,10575,14342,14622,36013,18426,783,434,280,,13,0,1,,50,5,74,696,13,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,TX,282365,6522,2989,10534,651,,,,135,261534,10534,10297,261534,3432,315,94,211,14,,,,1,2797,211,424,2797,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,UT,30891,11652,775,12519,684,701,1206,,3860,3377,12519,14995,3377,233,118,5,54,11,21,13,,19,11,54,168,11,1913,763,46,753,46,93,136,,250,52,753,1108,52,34774,11652,775,12519,684,701,1206,0,3860,3377,12519,14995,3377
20200715,VA,73527,16073,11411,23832,2311,87,,256,1731,17826,23832,31869,17826,1992,1071,465,220,115,2,,0,24,95,220,1677,95,6905,2026,1734,2368,381,5,,22,149,220,2368,4317,220,,,,,,,,,,,,,
20200715,VI,249,,,,,,,,,249,,,,6,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,VT,1318,1086,146,,53,2,,0,25,6,48,1269,1,56,53,,,2,,,,1,0,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,WA,43046,10956,1649,13279,1640,483,886,660,725,12768,13279,16999,12768,1421,921,48,184,115,30,14,16,31,62,184,1175,62,4829,1722,194,1027,260,64,107,53,74,1328,1027,2474,1328,,,,,,,,,,,,,
20200715,WI,42197,24961,6752,,1447,384,,,4261,4392,11163,25899,5135,834,582,197,,23,10,,,10,12,98,724,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,WV,4557,3606,324,,,,,,627,0,,,,98,58,3,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200715,WY,1985,929,20,255,9,346,6,,78,453,255,1388,453,22,9,0,2,0,9,,,0,2,2,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,AK,1479,633,35,,63,177,39,43,30,459,87,848,544,17,11,0,,2,3,1,0,0,0,0,17,0,86,45,1,,8,16,6,0,4,6,6,69,11,,,,,,,,,,,,,
20200712,AL,53587,18094,17650,,216,,,,3063,14562,4846,30427,18318,1121,543,479,,4,,,,19,69,34,937,143,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,AR,28367,13542,6042,,395,74,1743,,4040,2531,6851,21516,0,321,171,78,,3,0,27,,20,22,28,271,22,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,AZ,122467,19895,2709,28514,913,7783,,,2342,60311,28514,33642,60311,2237,907,64,540,24,344,,,42,316,540,1381,316,5795,2038,279,2192,95,745,,,101,345,2192,3258,345,,,,,,,,,,,,,
20200712,CA,320804,36481,9021,112854,12473,446,1243,1531,32060,114695,112854,93255,114695,7017,2140,613,3020,933,25,33,40,84,129,3020,3868,129,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,CO,36913,11400,1736,12604,783,183,118,345,264,9475,12604,14829,9475,1586,981,107,343,53,8,5,19,7,58,343,1180,58,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,CT,47287,16610,6189,8973,684,45,,139,264,14383,8973,23931,14383,4348,3184,646,376,47,2,,27,16,50,376,3922,50,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,DC,10847,2218,5354,,169,27,29,,2781,269,3037,6464,1346,568,60,421,74,8,,,,5,0,74,494,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,DE,12804,4135,3266,3447,182,,,,614,1160,3447,8197,1160,517,324,132,32,1,,,,6,22,32,463,22,,,,,,,,,,,,,,137409,61599,27968,11468,2317,0,0,0,8284,25773,11468,100168,25773
20200712,FL,269811,56326,38335,69473,,,,,9396,96281,69473,87656,112682,4346,1993,864,1102,,,,,142,245,1102,2825,419,18590,6372,4483,6205,,,,,723,807,6205,11031,1354,,,,,,,,,,,,,
20200712,GA,116926,27669,30945,17179,1542,67,108,,3243,36173,17179,54002,45745,3001,1365,1391,162,48,4,6,,12,13,162,2814,25,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,GU,312,34,,,124,,122,,19,13,,,,5,,,,,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,HI,1220,205,10,,340,,346,,26,293,,,,19,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,IA,35712,22632,3182,,2121,353,353,,353,6718,7779,21571,6011,750,599,36,,24,5,12,,3,71,51,612,86,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,ID,10902,5355,150,,95,95,36,398,1195,3574,2091,3996,4814,102,96,1,,2,1,,,1,0,8,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,IL,155048,33468,25828,48999,4317,226,385,,5719,36106,48999,69943,36106,7388,3199,1990,1482,343,10,8,,52,304,1482,5602,103,,,,,,,,,,,,,,1984114,544541,174162,155813,28899,1426,2236,0,60110,1016927,155813,756983,1016927
20200712,IN,51612,23494,6099,,738,,,,8989,12292,5805,17255,28552,2760,1662,370,,13,,,,337,378,51,1357,1159,,,,,,,,,,,,,,564647,323686,49068,0,4767,0,0,0,76323,110803,18617,215148,330882
20200712,KS,18611,11964,1474,,817,122,,,846,3388,6892,7913,3806,284,198,61,,9,2,,,8,6,36,238,10,1304,876,204,,50,6,,,93,75,398,813,93,224523,114157,10403,0,2980,966,0,0,12779,83238,19986,102294,102243
20200712,KY,19389,9876,1801,,461,67,35,786,,6363,2101,11109,6179,625,475,88,,8,,,12,,42,22,535,68,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,LA,78122,,,,,,,,,78122,,,78122,3416,1468,1671,,23,4,5,,16,228,65,2966,385,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,MA,111597,34076,10493,21803,2334,,,,5839,37052,21803,52742,37052,8325,6240,684,575,215,,,,542,69,575,7681,69,11608,5705,1363,1585,373,,,,901,1681,1585,8342,1681,,,,,,,,,,,,,
20200712,MD,73109,14797,21160,19452,1426,,,,3498,12776,19452,40881,12776,3319,1424,1344,369,129,,,,35,18,369,2932,18,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,ME,3539,2127,816,,84,6,2,22,104,378,138,2794,607,114,95,2,,,,,,0,17,0,89,25,371,295,38,,7,0,0,0,3,28,7,301,63,,,,,,,,,,,,,
20200712,MI,76776,30909,21485,,1630,296,,5168,4565,12723,6142,49904,20729,6314,3274,2496,,80,19,,102,121,222,126,5240,947,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,MN,42281,17997,8665,,2933,345,94,690,5075,6482,8939,26162,7180,1540,1210,147,,62,27,3,22,15,16,60,1418,24,4399,2019,926,,408,101,8,93,312,532,667,3144,588,,,,,,,,,,,,,
20200712,MO,27433,12322,6995,,,,,779,1763,5568,4180,23213,38,1069,625,369,,,,,8,28,36,27,915,126,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,MP,33,,,,,,,,,33,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,MS,35419,9752,16759,1636,111,1105,,,1906,4150,1636,24095,9688,1230,505,615,21,0,73,,,10,6,21,1124,85,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,MT,1758,1057,7,,2,187,,,23,482,99,1148,511,29,14,,,,8,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,NC,85701,32417,13921,,1131,652,186,,9860,27534,24999,31244,29458,1503,836,473,,22,21,3,,92,56,140,1259,104,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,ND,4334,,,,,,,,,4334,,,,87,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,NE,21172,12100,1300,,1200,243,32,,1600,4697,9000,7000,5172,285,219,22,,17,7,0,,8,12,67,183,35,1421,977,110,,97,35,3,,113,86,589,686,146,,,,,,,,,,,,,
20200712,NH,6054,3740,309,587,153,,,,260,1005,587,4462,1005,391,304,7,11,3,,,,10,56,11,324,56,589,426,26,58,16,,,,15,48,58,483,48,,,,,,,,,,,,,
20200712,NJ,175298,37558,17880,31946,5238,,,,12107,70569,31946,72783,70569,15541,7223,2441,2687,736,,,,236,2218,2687,10636,2218,20632,8258,3816,5275,1031,,,,736,1516,5275,13841,1516,,,,,,,,,,,,,
20200712,NM,15028,1911,284,5202,105,6661,,,,865,5202,8961,865,545,98,4,59,1,236,,,,147,59,339,147,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,NV,27683,4480,1261,6129,1164,87,,,1500,13062,6129,8492,13062,593,257,65,86,78,4,,,11,92,86,415,92,,,,,,,,,,,,,,346799,78838,16012,13591,8696,1896,0,0,29688,198078,13591,135130,198078
20200712,NY,401706,,,,,,,,,401706,,,,27011,8536,6312,6658,1687,,,,1802,2016,6658,18337,2016,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,OH,65592,31118,17437,,1904,78,125,2154,4657,8119,4702,45474,15416,3058,2341,585,,33,1,1,36,19,42,65,2928,65,8842,4807,2857,,211,11,22,294,390,250,565,7513,764,,,,,,,,,,,,,
20200712,OK,20235,11379,1530,,1408,1429,,,797,3692,4189,12343,3703,422,317,30,,8,34,,,11,22,17,365,40,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,OR,11454,4760,485,,394,262,327,296,3580,1350,4208,5791,1455,232,171,6,,9,3,6,2,18,17,28,182,22,1180,660,56,,52,20,51,20,261,60,301,788,91,,,,,,,,,,,,,
20200712,PA,92148,28200,11900,,1300,,,,743,50005,7400,19700,65100,6880,4925,1469,,151,,,,335,0,412,6468,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,PR,9654,,,,,,,,,9654,,,,167,,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,RI,17312,4616,1592,5899,,,,378,465,4362,5899,7051,4362,976,641,48,81,,,,0,12,194,81,701,194,2051,768,188,548,,,,65,50,432,548,1071,432,17312,4616,1592,5899,0,0,0,378,465,4362,5899,7051,4362
20200712,SC,56648,18552,12905,,403,,,,3629,20753,5305,24316,27026,961,422,386,,8,,,,26,116,34,727,198,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,SD,7499,2716,985,1126,715,1206,,,751,0,1126,6373,0,109,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,TN,61960,25886,12551,,710,78,56,,9635,13044,13846,31367,16747,741,413,263,,12,0,1,,49,3,72,660,9,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,TX,258658,6335,2914,10090,641,,,,133,238545,10090,10023,238545,3192,310,91,210,14,,,,1,2566,210,416,2566,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,UT,29484,10959,747,12072,650,686,1141,,3670,3267,12072,14145,3267,215,112,5,53,10,15,12,,18,9,53,153,9,1824,725,46,724,45,90,124,,238,50,724,1050,50,33192,10959,747,12072,650,686,1141,0,3670,3267,12072,14145,3267
20200712,VA,70670,15385,10773,23343,2275,84,,249,1694,16867,23343,30460,16867,1966,1058,455,216,114,2,,0,24,97,216,1653,97,6744,1984,1686,2311,375,5,,22,146,215,2311,4218,215,,,,,,,,,,,,,
20200712,VI,181,,,,,,,,,181,,,,6,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,VT,1296,1068,143,,53,2,,0,24,6,44,1248,4,56,53,,,2,,,,1,0,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,WA,39218,10048,1520,12295,1545,457,838,587,689,11239,12295,15684,11239,1424,933,46,174,115,16,13,28,30,69,174,1181,69,4662,1675,191,998,254,62,105,49,73,1255,998,2409,1255,,,,,,,,,,,,,
20200712,WI,39877,23372,6462,,1382,361,,,4099,4201,10779,24234,4864,827,577,194,,23,10,,,11,12,98,717,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,WV,4244,3343,298,,,,,,602,1,,,,96,58,3,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200712,WY,1862,864,19,236,9,337,4,,70,428,236,1303,428,21,9,0,2,0,9,,,0,1,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,AK,1226,584,30,,61,141,29,40,24,317,70,781,375,17,11,0,,2,3,1,0,0,0,0,17,0,79,44,1,,8,13,6,0,4,3,5,66,8,,,,,,,,,,,,,
20200708,AL,46962,15937,16006,,194,,,,2650,12171,4373,27325,15263,1058,513,459,,4,,,,18,64,33,891,134,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,AR,25246,11955,5471,,351,68,1653,,3426,2322,6238,19008,0,305,165,74,,3,0,27,,19,17,27,261,17,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,AS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,AZ,108614,17638,2422,25635,804,7419,,,2006,52690,25635,30289,52690,1963,813,56,448,20,320,,,38,268,448,1247,268,5387,1919,264,1992,90,730,,,96,296,1992,3099,296,,,,,,,,,,,,,
20200708,CA,289468,32447,8125,101464,11635,381,1123,1332,29384,103577,101464,84427,103577,6562,2026,582,2715,892,23,28,33,76,187,2715,3660,187,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,CO,35116,10955,1684,12074,764,176,115,337,257,8749,12074,14288,8749,1544,962,100,335,51,8,5,18,7,54,335,1151,54,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,CT,47108,16564,6161,8933,681,46,,130,265,14328,8933,23847,14328,4343,3182,644,375,47,2,,27,16,50,375,3918,50,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,DC,10642,2168,5241,,168,26,29,,2721,274,2999,6320,1323,564,60,417,74,8,,,,0,5,74,485,5,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,DE,12128,3944,3197,3385,177,,,,608,1151,3385,7926,1151,515,324,131,32,1,,,,6,21,32,462,21,,,,,,,,,,,,,,129034,57568,26852,11122,2196,0,0,0,7502,23794,11122,94118,23794
20200708,FL,223783,47725,31944,60129,,,,,7772,76213,60129,74612,89042,3991,1849,792,999,,,,,127,224,999,2615,377,17068,5755,4171,5768,,,,,651,723,5768,10110,1190,,,,,,,,,,,,,
20200708,GA,103890,25193,28090,15743,1437,57,96,,2980,30294,15743,49075,39072,2922,1322,1365,152,47,3,6,,10,17,152,2733,37,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,GU,301,34,,,122,,121,,18,14,,,,5,,,,,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,HI,1094,186,9,,304,,301,,19,275,,,,19,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,IA,32945,21204,2935,,1957,326,326,,326,5871,7503,19899,4893,735,586,36,,23,4,11,,3,69,51,599,84,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,ID,8969,4393,133,,86,89,30,326,968,2941,1773,3343,3852,98,93,1,,2,1,,,1,0,8,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,IL,150554,31974,25072,48116,4249,225,384,,5544,34990,48116,67448,34990,7309,3163,1967,1460,337,10,8,,51,313,1460,5536,103,,,,,,,,,,,,,,1843698,499181,159441,145213,26556,1314,2144,0,55514,954335,145213,694180,954335
20200708,IN,49063,22443,5905,,729,,,,8781,11205,5566,16375,27122,2732,1644,368,,13,,,,332,375,49,1345,1145,,,,,,,,,,,,,,535857,310434,47760,0,4579,0,0,0,74573,98511,17410,203156,315291
20200708,KS,17618,11220,1415,,797,114,,,791,3281,6679,7339,3600,282,198,61,,9,2,,,8,4,36,237,9,1269,849,202,,50,6,,,91,71,392,787,90,214930,108558,10027,0,2860,915,0,0,12099,80471,19215,97326,98389
20200708,KY,17919,9417,1707,,457,64,34,717,,5523,2028,10233,5658,608,463,87,,7,,,11,,40,23,520,65,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,LA,70151,,,,,,,,,70151,,,70151,3339,1468,1671,,23,4,5,,16,151,65,2966,308,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,MA,110602,33658,10414,21540,2314,,,,5726,36950,21540,52112,36950,8243,6174,675,572,215,,,,536,71,572,7600,71,11517,5633,1351,1570,372,,,,897,1694,1570,8253,1694,,,,,,,,,,,,,
20200708,MD,70861,14062,20288,18747,1353,,,,3446,12965,18747,39149,12965,3275,1409,1317,364,128,,,,34,23,364,2888,23,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,ME,3460,2046,806,,81,6,2,21,99,399,132,2698,630,110,95,2,,,,,,0,13,0,89,21,363,295,38,,7,0,0,0,3,20,7,301,55,,,,,,,,,,,,,
20200708,MI,74551,29642,21130,,1599,292,,5034,4410,12444,5964,48458,20128,6262,3249,2474,,79,19,,101,122,218,125,5134,939,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,MN,39589,16424,8083,,2847,336,88,839,4883,6089,8649,24240,6700,1523,1134,131,,53,23,3,10,23,108,51,1240,194,4272,1893,866,,389,99,8,81,295,641,638,2925,709,,,,,,,,,,,,,
20200708,MO,25204,11246,6641,,,,,683,1678,4954,3853,21322,27,1046,610,365,,,,,8,28,32,24,899,121,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,MP,31,,,,,,,,,31,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,MS,32888,8819,15669,1584,102,1084,,,1863,3767,1584,22589,8715,1188,488,595,20,0,71,,,10,4,20,1088,80,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,MT,1371,955,6,,2,151,,,19,238,84,1031,256,23,14,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,NC,77310,29473,12526,,1059,593,180,,8925,24554,23186,28148,25976,1441,805,457,,21,20,4,,83,51,131,1214,96,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,ND,3971,,,,,,,,,3971,,,,78,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,NE,20425,11600,1200,,1200,238,32,,1600,4555,8800,6600,5025,282,219,21,,16,8,0,,8,10,66,181,35,1405,966,107,,94,35,3,,111,89,577,681,147,,,,,,,,,,,,,
20200708,NH,5952,3635,301,560,150,,,,264,1042,560,4350,1042,386,290,7,10,3,,,,10,66,10,310,66,578,418,27,57,15,,,,15,46,57,475,46,,,,,,,,,,,,,
20200708,NJ,174039,37034,17669,31590,5261,,,,12056,70429,31590,72020,70429,15423,7168,2412,2672,729,,,,230,2212,2672,10539,2212,20426,8148,3748,5216,1022,,,,740,1552,5216,13658,1552,,,,,,,,,,,,,
20200708,NM,14017,1711,267,4554,92,6475,,,,918,4554,8545,918,527,98,4,59,1,236,,,,129,59,339,129,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,NV,24301,4204,1211,5546,1101,84,,,1303,10852,5546,7903,10852,553,247,64,84,77,3,,,11,67,84,402,67,,,,,,,,,,,,,,322406,75857,15504,12837,8275,1843,0,0,26990,181100,12837,128469,181100
20200708,NY,398929,,,,,,,,,398929,,,,27867,8506,6295,6591,1683,,,,1804,2988,6591,18288,2988,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,OH,60181,28536,16047,,1818,73,117,2051,4443,7096,4489,41729,13963,2991,2297,572,,31,1,1,35,18,36,63,2873,55,8489,4639,2709,,200,10,21,288,384,238,557,7183,749,,,,,,,,,,,,,
20200708,OK,17893,10045,1344,,1336,1255,,,700,3213,3740,10861,3292,407,307,29,,8,30,,,11,22,16,351,40,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,OR,10817,4484,460,,387,240,321,283,3401,1241,3973,5489,1355,224,165,6,,9,3,6,2,18,15,28,176,20,1155,645,55,,50,20,51,18,257,59,296,769,90,,,,,,,,,,,,,
20200708,PA,92148,28200,11900,,1300,,,,743,50005,7400,19700,65100,6812,4693,1426,,150,,,,310,233,387,6192,233,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,PR,8745,,,,,,,,,8745,,,,159,,,,,,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,RI,17204,4616,1592,5899,,,,378,465,4254,5899,7051,4254,971,641,48,81,,,,0,12,189,81,701,189,2043,768,188,548,,,,65,50,424,548,1071,424,17204,4616,1592,5899,0,0,0,378,465,4254,5899,7051,4254
20200708,SC,48909,16874,11738,,366,,,,3301,16261,4815,22070,22023,884,384,360,,8,,,,24,105,31,666,186,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,SD,7242,2569,981,1114,714,1122,,,742,0,1114,6128,0,98,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,TN,55986,23336,11560,,677,78,48,,8978,11309,13088,28390,14508,685,386,241,,12,0,1,,40,5,61,616,8,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,TX,220564,6071,2791,9356,633,,,,130,201583,9356,9625,201583,2813,303,89,198,14,,,,1,2208,198,407,2208,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,UT,26755,9726,689,11181,600,637,1011,,3360,2996,11181,12578,2996,201,108,5,48,10,12,12,,16,8,48,145,8,1678,663,43,666,42,87,113,,211,52,666,960,52,30200,9726,689,11181,600,637,1011,0,3360,2996,11181,12578,2996
20200708,VA,67375,14564,9964,22668,2216,81,,232,1643,16007,22668,28700,16007,1905,1032,427,204,108,2,,1,26,105,204,1596,105,6577,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,VI,144,,,,,,,,,144,,,,6,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,VT,1256,1045,128,,53,2,,0,23,5,42,1210,5,56,53,,,2,,,,1,0,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,WA,37941,9667,1478,11799,1519,450,815,568,669,10976,11799,15166,10976,1394,915,45,166,113,26,12,16,30,71,166,1157,71,4630,1659,189,980,253,62,103,48,72,1264,980,2386,1264,,,,,,,,,,,,,
20200708,WI,36410,21007,6003,,1303,333,,,3907,3857,10212,21786,4412,814,565,194,,23,10,,,10,12,95,705,14,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,WV,3707,2935,256,,,,,,516,0,,,,95,58,3,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200708,WY,1404,794,18,212,8,324,5,,60,403,212,1209,403,21,9,0,1,0,9,,,0,1,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,
