/id,/fields/Annotation Summary,/fields/State,/fields/States Daily Column,/fields/Metric,/fields/Annotation,/fields/Evidence For,/fields/Evidence Type,/fields/Evidence,/fields/Evidence Source Link,/fields/Last Checked,/createdTime,/fields/Media/Outreach As Of,/fields/Media/Outreach Out of Date,/fields/MetricTitle,/fields/Excludes
recaR4hdrbq5HxdP3,deaths tests not required according to website,AZ,Deaths (probable),"AZ dash > tab ""Summary"" > hover over ""Number of Deaths"" > ""probable"" ",deaths tests not required,Deaths Tests,website,"See testing flow chart in link. While a positive antigen test can be a criteria in diagnosing a 'probable' case, it's not the only way.",https://www.azdhs.gov/documents/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/novel-coronavirus/local-health-resources/covid-19-case-classification-algorithim.pdf,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recE9X99WR1vKMp9q,deaths among cases deaths source according to website,AZ,Deaths (confirmed and probable),"AZ dash > tab ""Summary"" > ""Number of Deaths""",deaths among cases deaths source,Deaths Sources,website,"Dashboard > COVID-19 Deaths > hover over 'i' icon: “Includes cases in MEDSIS, the Arizona surveillance system, with a classification of confirmed or probable.""",https://azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/covid-19/dashboards/index.php,2021-01-16,2021-01-28T21:51:47.000Z,,,,
rec2TFTyjqw2Jd54v,deaths tests not required according to website,AZ,Deaths (confirmed and probable),"AZ dash > tab ""Summary"" > ""Number of Deaths""",deaths tests not required,Deaths Tests,website,"Lumped field: A test isn't required to count as a probable case, hence this label.",https://www.azdhs.gov/documents/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/novel-coronavirus/local-health-resources/covid-19-case-classification-algorithim.pdf,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recexyCFWqbh0yWaF,unclear lab data source according to website,NE,Total Tests (PCR),"NE dash > ""Total Tests""",unclear lab data source,Lab Data Source,website,"It's not totally clear how labs are sending testing information, as NE's ""About the Data"" says only this: ""Note on reported laboratory testing: Testing data includes results from both the state public health laboratory and reference laboratories. Testing d",https://experience.arcgis.com/experience/ece0db09da4d4ca68252c3967aa1e9dd,2021-01-05,2021-01-28T21:51:47.000Z,,,,
recXJks45PxSNOeCg,unclear lab data source according to website,NE,Total PCR Tests (People),"NE dash > ""People Tested""",unclear lab data source,Lab Data Source,website,"It's not totally clear how labs are sending testing information, as NE's ""About the Data"" says only this: ""Note on reported laboratory testing: Testing data includes results from both the state public health laboratory and reference laboratories. Testing d",https://experience.arcgis.com/experience/ece0db09da4d4ca68252c3967aa1e9dd,2021-01-05,2021-01-28T21:51:47.000Z,,,,
rec3uo7XfFV7qM38i,unclear on labs missing negatives according to website,NE,Total Tests (PCR),"NE dash > ""Total Tests""",unclear on labs missing negatives,Negative Reporting,website,It's not clear how NE is handling the reporting of all negative tests.,https://experience.arcgis.com/experience/ece0db09da4d4ca68252c3967aa1e9dd,2021-01-05,2021-01-28T21:51:47.000Z,,,,
recmdGM83v7G9W6JG,unclear on labs missing negatives according to website,NE,Total PCR Tests (People),"NE dash > ""People Tested""",unclear on labs missing negatives,Negative Reporting,website,It's not clear how NE is handling the reporting of all negative tests.,https://experience.arcgis.com/experience/ece0db09da4d4ca68252c3967aa1e9dd,2021-01-05,2021-01-28T21:51:47.000Z,,,,
recDNas7TuMxam2ni,deaths tests unclear whether required according to website,AR,Deaths (confirmed and probable),"AR dash > tab ""Deaths"" > ""Deaths"" note: always use dash and never the graphic from the primary source",deaths tests unclear whether required,Deaths Tests,website,No information given regarding testing criteria on state website/dash.,https://experience.arcgis.com/experience/c2ef4a4fcbe5458fbf2e48a21e4fece9,2021-01-09,2021-01-28T21:51:47.000Z,,,,
recW2UmefStiaJOWC,labs missing negatives according to website,NH,Total Tests (PCR),"NH other > tab ""Testing"" > button ""PCR"" > dropdown ""Show last 7 days"" > select ""Show All Historical Data"" > ""Total Tests All Historical Data"" note: please take a screenshot after you have changed the button and dropdown screenshot: https://internal.covidtr",labs missing negatives,Negative Reporting,website,"NH's testing documentation says this: ""Testing metrics on these dashboards may not exactly match information provided in the daily press release since UNH COVID-19 negative test result data is not yet fully integrated into the Public Health systems. UNH an",https://www.nh.gov/covid19/dashboard/testing.htm#dash,2021-01-05,2021-01-28T21:51:47.000Z,,,,
recA1YHfGVBwbzaA1,labs missing negatives according to website,NH,Total PCR Tests (People),"NH primary > ""Total Persons Tested at Selected Laboratories, Polymerase Chain Reaction (PCR)""",labs missing negatives,Negative Reporting,website,"NH's testing documentation says this: ""Testing metrics on these dashboards may not exactly match information provided in the daily press release since UNH COVID-19 negative test result data is not yet fully integrated into the Public Health systems. UNH an",https://www.nh.gov/covid19/dashboard/testing.htm#dash,2021-01-05,2021-01-28T21:51:47.000Z,,,,
recqdzVm2kZwWkryh,unclear lab data source according to website,NH,Total Tests (PCR),"NH other > tab ""Testing"" > button ""PCR"" > dropdown ""Show last 7 days"" > select ""Show All Historical Data"" > ""Total Tests All Historical Data"" note: please take a screenshot after you have changed the button and dropdown screenshot: https://internal.covidtr",unclear lab data source,Lab Data Source,website,"NH doesn't seem to specifically spell out its lab data sources, but they do hint to automation, suggesting at least some electronic reporting system: ""Testing metrics on these dashboards may not exactly match information provided in the daily press release",https://www.nh.gov/covid19/dashboard/testing.htm#dash,2021-01-05,2021-01-28T21:51:47.000Z,,,,
recqK8fz76nDkgik3,unclear lab data source according to website,NH,Total PCR Tests (People),"NH primary > ""Total Persons Tested at Selected Laboratories, Polymerase Chain Reaction (PCR)""",unclear lab data source,Lab Data Source,website,"NH doesn't seem to specifically spell out its lab data sources, but they do hint to automation, suggesting at least some electronic reporting system: ""Testing metrics on these dashboards may not exactly match information provided in the daily press release",https://www.nh.gov/covid19/dashboard/testing.htm#dash,2021-01-05,2021-01-28T21:51:47.000Z,,,,
recIjYf1uJp4SCNbh,labs missing negatives according to website,NJ,Total Tests (PCR),"NJ dash >  ""Total PCR Tests Reported""",labs missing negatives,Negative Reporting,website,"From NJ's documentation, footnote #4: “Unlike PCR testing, most antigen tests are performed outside of central laboratories and therefore need to be reported manually to public health authorities. As a result, the number of reported positive antigen tests ",https://dashboards.doh.nj.gov/views/DailyConfirmedCaseSummary7_22_2020/PCRandAntigenPositives?%3AshowAppBanner=false&%3Adisplay_count=n&%3AshowVizHome=n&%3Aorigin=viz_share_link&%3AisGuestRedirectFromVizportal=y&%3Aembed=y,2021-01-05,2021-01-28T21:51:47.000Z,,,,
rec9r6841vYo9AJnm,form/email/manual electronic labs according to website,NJ,Total Tests (PCR),"NJ dash >  ""Total PCR Tests Reported""",form/email/manual electronic labs,Lab Data Source,website,"From NJ's documentation, footnote #4: “Unlike PCR testing, most antigen tests are performed outside of central laboratories and therefore need to be reported manually to public health authorities. As a result, the number of reported positive antigen tests ",https://dashboards.doh.nj.gov/views/DailyConfirmedCaseSummary7_22_2020/PCRandAntigenPositives?%3AshowAppBanner=false&%3Adisplay_count=n&%3AshowVizHome=n&%3Aorigin=viz_share_link&%3AisGuestRedirectFromVizportal=y&%3Aembed=y,2021-01-05,2021-01-28T21:51:47.000Z,,,,
rec2jnc5IymWinh1Z,"revising deaths source, death certificates (unclear part) deaths source according to media",AR,Deaths (confirmed and probable),"AR dash > tab ""Deaths"" > ""Deaths"" note: always use dash and never the graphic from the primary source","revising deaths source, death certificates (unclear part) deaths source",Deaths Sources,media,"Local news article with state's lead epidemiologist: ""The way we count the deaths in Arkansas is if it's listed on the death certificate,"" Dr. Dillaha said.

Article details how initial count is based on among cases which is then revised by death certifica",https://www.thv11.com/article/news/health/coronavirus/ask-the-expert-deciphering-how-covid-19-deaths-are-reported-in-arkansas/91-19c2d8fc-c3f0-44d7-9df4-78152b6283b5,2021-01-14,2021-01-28T21:51:47.000Z,,,,
recePpg4xU2ybNAk4,deaths tests not required according to media,AR,Deaths (confirmed and probable),"AR dash > tab ""Deaths"" > ""Deaths"" note: always use dash and never the graphic from the primary source",deaths tests not required,Deaths Tests,media,"Local news article with state's lead epidemiologist: ""The way we count the deaths in Arkansas is if it's listed on the death certificate,"" Dr. Dillaha said.

Article details how while the initial count is based on among cases, it is then revised by death c",https://www.thv11.com/article/news/health/coronavirus/ask-the-expert-deciphering-how-covid-19-deaths-are-reported-in-arkansas/91-19c2d8fc-c3f0-44d7-9df4-78152b6283b5,2021-01-09,2021-01-28T21:51:47.000Z,,,,
recW838ccbhoVDzCs,deaths tests viral RNA required according to website,CT,Deaths (confirmed),"CT query > link JSON (cases, death, hosp, date, SODA API) > ""confirmeddeaths"": note: the link will open a page with a text string from the api, look for the value after the term ""confirmeddeaths""",deaths tests viral RNA required,Deaths Tests,website,"From state's daily reports, it seems that confirmed cases require a PCR test: ""In Connecticut during the early months of this pandemic, it became increasingly clear that it would be necessary to track probable COVID-19 cases and deaths, in addition to labo",https://data.ct.gov/stories/s/q5as-kyim,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recQ1j7GtRXsJbng2,deaths tests not required according to website,CT,Deaths (probable),"CT query > link JSON (cases, death, hosp, date, SODA API) > ""probabledeaths"" note: the link will open a page with a text string from the api, look for the value after the term ""probabledeaths"" ",deaths tests not required,Deaths Tests,website,"CT includes the following definition for probable deaths: ""those who were not tested for COVID-19 whose death certificates list COVID-19 disease or SARS-CoV-2 infection as a cause of death or a significant condition contributing to death (probable).""",https://data.ct.gov/stories/s/q5as-kyim,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recqi55UHo278EZx1,deaths tests not required according to website,CT,Deaths (confirmed and probable),"CT primary > table ""Connecticut COVID-19 Summary"" > row ""COVID-19 Associated Deaths"" > ""Total"" ",deaths tests not required,Deaths Tests,website,"Lumped field. Viral RNA test required for confirmed cases, but no test required for probables. See notes on 'confirmed' and 'probable' for more details.",https://data.ct.gov/stories/s/q5as-kyim,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recnpKhyx7h0vybOA,deaths tests viral RNA required according to website,DE,Deaths (confirmed),"DE dash > title ""Deaths in State of Delaware"" > ""Confirmed Deaths""",deaths tests viral RNA required,Deaths Tests,website,"State dash > Deaths in state of Delaware > hover on 'confirmed':

“A confirmed case or death is defined by the CDC as:  - A person meeting confirmatory laboratory evidence for COVID-19”",https://myhealthycommunity.dhss.delaware.gov/locations/state,2021-01-09,2021-01-28T21:51:47.000Z,,,,
rechahHlUiAJanera,deaths tests unclear test required  according to media,FL,Deaths (confirmed and probable),"calculated: pdf FL primary > link ""See State Report"" > title ""Characteristics"" > { Florida resident deaths + Non-Florida resident deaths } ",deaths tests unclear test required ,Deaths Tests,media,"""A determination of a death as being caused by COVID-19 is made by a medical examiner after reviewing medical records and must include a positive test.""",https://www.heraldtribune.com/story/news/local/sarasota/2020/07/06/discrepancies-found-in-sarasota-countyrsquos-covid-19-death-toll/41961507/,2021-01-06,2021-01-28T21:51:47.000Z,2020-07-06,true,,
recw0O7WXrkwzbywr,deaths tests unclear test required  according to website,IL,Deaths (confirmed),"IL primary > ""Confirmed Deaths""",deaths tests unclear test required ,Deaths Tests,website,"Title of category is ""confirmed"" deaths. No definition provided detailing what kind of lab confirmation.",http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recyYRRNrFPrtnWzs,deaths tests unclear whether required according to website,IL,Deaths (probable),"updates: weekly IL primary > ""Probable Deaths"" note: if this metric does not update, leave the previous value in the cell",deaths tests unclear whether required,Deaths Tests,website,"No details on definition of ""probable deaths""",http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recaYGK3MWbjFNqJ4,deaths tests unclear whether required according to website,IL,Deaths (confirmed and probable),calculated: IL primary > {Confirmed Deaths+Probable Deaths},deaths tests unclear whether required,Deaths Tests,website,Probable deaths are unclear whether a test is required; see that metric for details.,http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/coronavirus,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recTSvfZQ38NFx1Df,deaths tests viral RNA required according to website,GA,Deaths (confirmed),"GA primary > title ""Georgia Overall COVID-19 Status"" > ""Confirmed Deaths""",deaths tests viral RNA required,Deaths Tests,website,"""This number includes confirmed COVID-19 cases that were either reported to DPH as deceased by healthcare providers or medical examiners/coroners, identified by death certificates with COVID-19 indicated as the cause of death, or there is evidence that COV",https://dph.georgia.gov/covid-19-daily-status-report,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recOdbFMNkjXqJTR9,deaths tests not required according to website,GA,Deaths (probable),"GA primary> title ""Georgia Overall COVID-19 Status"" > ""Probable Deaths""",deaths tests not required,Deaths Tests,website,"""This number includes individuals who are antigen positive or individuals with compatible illness and known close contact to a case that were either reported to DPH as deceased by healthcare providers or medical examiners/coroners, identified by death cert",https://dph.georgia.gov/covid-19-daily-status-report,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recJmJJxfo9qfQqGR,unclear lab data source according to website,NM,Total Tests (PCR),"NM dash > ""Total # of Tests Performed""",unclear lab data source,Lab Data Source,website,"Though NM specifies where lab data is coming from, they don't provide any details about the nature of the reporting. A note on the state's COVID homepage simply says this: ""Test results are from the state Scientific Laboratory Division of the New Mexico De",https://cv.nmhealth.org/,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recL4b4fqRCckSfoa,unclear on labs missing negatives according to website,NM,Total Tests (PCR),"NM dash > ""Total # of Tests Performed""",unclear on labs missing negatives,Negative Reporting,website,"Though NM specifies where lab data is coming from, they don't provide any details about how they are handling negatives reporting. A note on the state's COVID homepage simply says this: ""Test results are from the state Scientific Laboratory Division of the",https://cv.nmhealth.org/,2021-01-06,2021-01-28T21:51:47.000Z,,,,
rec18OwGeI3ijdvV8,deaths tests not required according to website,GA,Deaths (confirmed and probable),calculated: GA primary> {Confirmed Deaths + Probable Deaths},deaths tests not required,Deaths Tests,website,"Probable deaths do not require tests, so therefore the combination metric does not require tests",https://dph.georgia.gov/covid-19-daily-status-report,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recBYHU8TA4Mv7Xi9,deaths tests not required according to media,IA,Deaths (confirmed and probable),"IA dash > ""Total Deaths""",deaths tests not required,Deaths Tests,media,"From a 2020-12-07 Gazette article: ""Under the old system, the state recorded a COVID-19 death when a positive test result in the state system matched up with a death certificate.

Under that old system, if an individual’s death was deemed COVID-19-related ",https://www.thegazette.com/subject/news/health/iowa-covid-19-deaths-reporting-change-coronavirus-20201207,2021-01-06,2021-01-28T21:51:47.000Z,2020-12-07,,,
recrVEnnuTvKp53pT,deaths tests unclear test required  according to website,HI,"Deaths (confirmed and probable), Deaths (confirmed)","HI primary > ""Total Fatalities""",deaths tests unclear test required ,Deaths Tests,website,"Dashboard tab Definitions ""Total fatalities:"" ""The total amount of patients who have a confirmed death from COVID-19 complications.""
Classifying as unclear test because confirmed implies a lab test.",https://hiema-hub.hawaii.gov/pages/covid-dashboard,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recyceAQt7FouwVlC,"fax labs, electronic submission (unspecified), other labs according to website",NV,Total PCR Tests (People),"NV dash > tab ""Trends"" > button ""Testing"" > ""People Tested""","fax labs, electronic submission (unspecified), other labs",Lab Data Source,website,"On the ""Testing Trends"" tab: ""These data are primarily reported electronically into the state's electronic laboratory reporting system. Additional labs may be received via fax or other reporting mechanism and those are also included.""",https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recP9MS6STFKuQNSB,deaths tests unclear whether required according to website,GU,Deaths (confirmed and probable),"GU primary > most recent JIC release > ""...officially reported cases of COVID-19 with XXX deaths""",deaths tests unclear whether required,Deaths Tests,website,GU does not provide any definitions in any of its press releases going back to the beginning of the pandemic for the meaning of its deaths.,https://ghs.guam.gov/jic-release-no-524-results-21-554-tests-positive-covid-19beware-covid-19-vaccine-scams,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recwhDEJoB04hERZC,unclear on labs missing negatives according to website,NV,Total Test Encounters (PCR),"NV dash > tab ""Trends"" > button ""Testing"" > ""Testing Encounters""",unclear on labs missing negatives,Negative Reporting,website,NV doesn't explain how they handle all negative test reporting.,https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recHjdGMjHoK13B6L,unclear on labs missing negatives according to website,NV,Total PCR Tests (People),"NV dash > tab ""Trends"" > button ""Testing"" > ""People Tested""",unclear on labs missing negatives,Negative Reporting,website,NV doesn't explain how they handle all negative test reporting.,https://app.powerbigov.us/view?r=eyJrIjoiMjA2ZThiOWUtM2FlNS00MGY5LWFmYjUtNmQwNTQ3Nzg5N2I2IiwidCI6ImU0YTM0MGU2LWI4OWUtNGU2OC04ZWFhLTE1NDRkMjcwMzk4MCJ9,2021-01-06,2021-01-28T21:51:47.000Z,,,,
recrGIYK1RpWWTm3N,"deaths tests viral RNA required, deaths tests antigen required according to website",IN,Deaths (confirmed),"IN primary > ""Total Deaths""","deaths tests viral RNA required, deaths tests antigen required",Deaths Tests,website,"From the dashboard hover over deaths: ""Number of deaths is provisional and reflects only those reported to the ISDH with a confirmed positive COVID-19 test.""
Definition of ""confirmed COVID-19 counts"" can be found by hovering on the ""Total Confirmed COVID-1",https://www.coronavirus.in.gov/2393.htm,2021-01-11,2021-01-28T21:51:47.000Z,,,,
recfBJh4mSmiGzvDX,deaths tests unclear whether required according to website,IA,Deaths (confirmed and probable),"IA dash > ""Total Deaths""",deaths tests unclear whether required,Deaths Tests,website,"From the dashboard: ""all deaths related to COVID-19""",https://coronavirus.iowa.gov/#CurrentStatus,2021-01-06,2021-01-28T21:51:47.000Z,,,,
rec2BhEbjzK9kFpNX,deaths tests unclear whether required according to website,ID,Deaths (confirmed and probable),"ID dash > tab ""COVID-19 Related Deaths"" > ""Idaho Resident Deaths""",deaths tests unclear whether required,Deaths Tests,website,No definition of Deaths provided. No information found in sleuthing on how COVID-19 death determined.,https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard/Home,2021-01-07,2021-01-28T21:51:47.000Z,,,,
reccQmdHnQimWvHCd,deaths tests not required according to website,IN,Deaths (probable),"IN primary > title ""Probable COVID-19 Counts"" > ""Total Probable Deaths""",deaths tests not required,Deaths Tests,website,"From the dashboard: ""Indiana defines probable COVID-19 counts when a physician lists COVID-19 as a contributing cause of death for a patient but no COVID-19 positive test was documented on that individual. The clinical diagnosis of COVID-19 can be made usi",https://www.coronavirus.in.gov/2393.htm,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recXhILLmfVfxTgs3,deaths tests unclear test required  according to website,ID,Deaths (confirmed),"ID dash > tab ""COVID-19 Related Deaths"" > title Idaho Resident Deaths > ""XXX confirmed""",deaths tests unclear test required ,Deaths Tests,website,"No definition of Deaths provided. No information found in sleuthing on how COVID-19 death determined. However, the title ""confirmed"" implies a lab test.",https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard/Home,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recrq0Ok0yt7ShzwT,deaths tests unclear whether required according to website,ID,Deaths (probable),"ID dash > tab ""COVID-19 Related Deaths"" > title ""Idaho Resident Deaths"" > ""XXX probable""",deaths tests unclear whether required,Deaths Tests,website,No definition of Deaths provided. No information found in sleuthing on how COVID-19 death determined.,https://public.tableau.com/profile/idaho.division.of.public.health#!/vizhome/DPHIdahoCOVID-19Dashboard/Home,2021-01-07,2021-01-28T21:51:47.000Z,,,,
rec8lVcOjE536Pmx1,deaths tests not required according to website,IN,Deaths (confirmed and probable),"calculated:  IN primary > {Total Deaths + Total Probable Deaths} note: ""Total Probable Deaths"" is near the bottom of the page",deaths tests not required,Deaths Tests,website,Probable deaths do not require death tests; see probable deaths entry for more details.,https://www.coronavirus.in.gov/2393.htm,2021-01-07,2021-01-28T21:51:47.000Z,,,,
rec32D0ds2XV2xvL9,deaths tests not required according to website,KS,Deaths (confirmed and probable),"updates: Monday, Wednesday, Friday KS dash > tab ""KS COVID-19 Overview"" > ""Statewide Deaths""",deaths tests not required,Deaths Tests,website,"KS doesn't provide any information on how it defines deaths on its dashboard or press releases. Further, it doesn't say anything about whether tests are required to classify deaths. ",https://www.coronavirus.kdheks.gov/160/COVID-19-in-Kansas,,2021-01-28T21:51:47.000Z,,,,
recvCMkomRKjXMeBn,deaths tests unclear test required  according to website,LA,Deaths (confirmed),"LA dash > ""Louisiana Coronavirus (COVID-19) Information"" > title ""Total Deaths"" > ""Confirmed""",deaths tests unclear test required ,Deaths Tests,website,"No definitions provided on dashboard. However, ""confirmed"" implies a test",https://ldh.la.gov/Coronavirus/,2021-01-07,2021-01-28T21:51:47.000Z,,,,
rec0NNY7KuJvm6wBM,electronic submission (unspecified) according to website,NY,Total Test Encounters (PCR),"NY dash > ""Total Persons Tested""",electronic submission (unspecified),Lab Data Source,website,"The New York State Statewide COVID-19 Testing page says this: ""Reporting of SARS-CoV2 laboratory testing results is mandated under Part 2 of the New York State Sanitary Code. Clinical laboratories, as defined in Public Health Law (PHL) § 571 electronically",https://health.data.ny.gov/Health/New-York-State-Statewide-COVID-19-Testing/xdss-u53e,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recA0EGW0HEm05fMS,no problems with missing negatives according to website,NY,Total Test Encounters (PCR),"NY dash > ""Total Persons Tested""",no problems with missing negatives,Negative Reporting,website,"The New York State Statewide COVID-19 Testing page says this: ""Reporting of SARS-CoV2 laboratory testing results is mandated under Part 2 of the New York State Sanitary Code. Clinical laboratories, as defined in Public Health Law (PHL) § 571 electronically",https://health.data.ny.gov/Health/New-York-State-Statewide-COVID-19-Testing/xdss-u53e,2021-01-06,2021-01-28T21:51:47.000Z,,,,
rec7nsq984uDNmGsd,deaths tests not required according to website,DE,Deaths (confirmed and probable),"DE dash > title ""Deaths in State of Delaware"" > ""Total Deaths""",deaths tests not required,Deaths Tests,website,"Lumped field. Since probable deaths don't require a test, this field inherits that value. See 'confirmed' and 'probable' records for more detail.",https://myhealthycommunity.dhss.delaware.gov/locations/state,2021-01-09,2021-01-28T21:51:47.000Z,,,,
recQNYgu8KFK3RtTu,deaths tests unclear whether required according to website,KY,Deaths (confirmed and probable),"KY primary > link (pdf) ""KY COVID-19 Daily Report"" > table ""Daily Summary"" > row ""Deaths"" > column ""Total""",deaths tests unclear whether required,Deaths Tests,website,"No definition of ""Deaths (confirmed and probable). No sleuthing information on how cause of death determined in KY.",https://govstatus.egov.com/kycovid19,2021-01-07,2021-01-28T21:51:47.000Z,,,,
rect7R61K9lTosY5M,deaths tests unclear test required  according to website,KY,Deaths (confirmed),"KY primary > link (pdf) ""KY COVID-19 Daily Report"" >  > table ""Daily Summary"" > row ""Deaths"" > column ""Confirmed""",deaths tests unclear test required ,Deaths Tests,website,"No definition of ""Deaths (confirmed)"". No sleuthing information on how cause of death determined in KY. ""Confirmed"" implies some kind of lab test.",https://govstatus.egov.com/kycovid19,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recfBMwGLI3kfygSH,deaths tests unclear whether required according to website,KY,Deaths (probable),"KY primary > link (pdf) ""KY COVID-19 Daily Report"" > > table ""Daily Summary"" > row ""Deaths"" > column ""Probable""",deaths tests unclear whether required,Deaths Tests,website,"No definition of ""Deaths (probable). No sleuthing information on how cause of death determined in KY.",https://govstatus.egov.com/kycovid19,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recwf0jsLnSzfNb9x,deaths tests unclear test required  according to media,LA,Deaths (confirmed),"LA dash > ""Louisiana Coronavirus (COVID-19) Information"" > title ""Total Deaths"" > ""Confirmed""",deaths tests unclear test required ,Deaths Tests,media,"From a KTAC article from 2020-04-22: ""The Louisiana Department of Health is now reporting reporting both confirmed COVID-19 deaths and probable COVID-19 deaths on its dashboard after recent guidance from the CDC. According to LDH, it defines a confirmed CO",https://www.katc.com/news/coronavirus/ldh-now-reporting-probable-covid-19-deaths-under-new-cdc-guidance,2021-01-07,2021-01-28T21:51:47.000Z,2020-04-22,,,
recFNmRwjkNXIGrb8,deaths tests unclear whether required according to website,MO,Deaths (confirmed and probable),"MO dash > ""Deaths to Date""",deaths tests unclear whether required,Deaths Tests,website,"MO has two conflicting deaths definitions:

Main dashboard: ""This number includes only individuals who were PCR positive, and have been declared to have died of COVID-19. All death data reported to DHSS by local public health authorities and vital records ","https://showmestrong.mo.gov/data/statewide-public-health, https://showmestrong.mo.gov/data/public-health/data-methodology-and-documentation/, ",2021-01-21,2021-01-28T21:51:47.000Z,,,,
recjgTSwTFL7TsVxi,deaths tests unclear whether required according to website,LA,Deaths (probable),"LA dash > ""Louisiana Coronavirus (COVID-19) Information"" > title ""Total Deaths"" > ""Probable"" note: this figure is updated weekly. if this metric does not update, leave the previous value in the cell",deaths tests unclear whether required,Deaths Tests,website,No definitions provided on dashboard,https://ldh.la.gov/Coronavirus/,2021-01-07,2021-01-28T21:51:47.000Z,,,,
rec3sdxIUySTdIctq,deaths tests not required according to media,LA,Deaths (probable),"LA dash > ""Louisiana Coronavirus (COVID-19) Information"" > title ""Total Deaths"" > ""Probable"" note: this figure is updated weekly. if this metric does not update, leave the previous value in the cell",deaths tests not required,Deaths Tests,media,"From a KTAC article from 2020-04-22: ""Probable COVID-19 deaths are deaths identified by coroners and/or physicians as COVID-19 deaths or as probable/suspected/possible COVID-19 deaths without a positive lab result.""

Unable to find any more recent news art",https://www.katc.com/news/coronavirus/ldh-now-reporting-probable-covid-19-deaths-under-new-cdc-guidance,2021-01-07,2021-01-28T21:51:47.000Z,2020-04-22,,,
recLk6GJW0IAcKXnK,deaths tests unclear whether required according to website,LA,Deaths (confirmed and probable),"LA dash > ""Louisiana Coronavirus (COVID-19) Information"" > ""Total Deaths""",deaths tests unclear whether required,Deaths Tests,website,No definitions provided on dashboard,https://ldh.la.gov/Coronavirus/,2021-01-07,2021-01-28T21:51:47.000Z,,,,
recvGYpAMJYuwvlMt,deaths tests not required according to media,LA,Deaths (confirmed and probable),"LA dash > ""Louisiana Coronavirus (COVID-19) Information"" > ""Total Deaths""",deaths tests not required,Deaths Tests,media,Death tests not required according to media; see probable death annotation for more details,https://www.katc.com/news/coronavirus/ldh-now-reporting-probable-covid-19-deaths-under-new-cdc-guidance,2021-01-07,2021-01-28T21:51:47.000Z,2020-04-22,,,
recsdXdxwOhVTkwWM,deaths tests unclear test required  according to website,MA,Deaths (confirmed),"MA primary > button ""Today's Overview"" > title ""Deaths"" > ""Confirmed Deaths"" > ""There have been XXXXX confirmed deaths in total.""",deaths tests unclear test required ,Deaths Tests,website,"Hover on ""Confirmed Deaths"", ""A confirmed death is a person who died of COVID-19. They had been tested and diagnosed with COVID-19 before they died,  or were tested after they died, and the result was positive.""",https://www.mass.gov/info-details/covid-19-response-reporting,2021-01-07,2021-01-28T21:51:47.000Z,,,,
